Order_ID,Company,City,Customer_Age,Product_Category,Discount_Applied,Order_Value,Delivery_Time_Min,Distance_Km,Items_Count,Customer_Rating,Delivery_Partner_Rating
ORD002870,Blinkit,Delhi,60.0,Beverages,No,294.93,16.2,2.34,1.0,4.0,5.0
ORD002871,BigBasket Now,Delhi,53.0,Dairy & Eggs,Yes,159.43,13.2,4.52,19.0,4.0,5.0
ORD002872,BigBasket Now,Delhi,36.0,Meat & Seafood,Yes,195.26,26.7,5.16,14.0,5.0,4.0
ORD002873,JioMart Express,Delhi,23.0,Fruits & Vegetables,No,245.45,17.7,5.26,9.0,4.0,5.0
ORD002874,Zepto,Bangalore,42.0,Bakery,Yes,487.45,13.1,5.41,3.0,4.0,2.0
ORD002875,Zepto,Bangalore,48.0,Bakery,No,473.47,19.9,2.64,14.0,4.0,4.0
ORD002876,Zepto,Ahmedabad,26.0,Personal Care,No,268.39,24.3,5.4,3.0,3.0,5.0
ORD002877,JioMart Express,Mumbai,37.0,Groceries,Yes,105.99,11.0,5.08,4.0,3.0,3.0
ORD002878,BigBasket Now,Mumbai,27.0,Bakery,No,979.08,15.2,2.48,2.0,2.0,5.0
ORD002879,Blinkit,Mumbai,54.0,Fruits & Vegetables,Yes,339.86,14.9,9.89,2.0,5.0,4.0
ORD002880,JioMart Express,Hyderabad,44.0,Household Essentials,No,206.48,19.7,8.72,15.0,3.0,4.0
ORD002881,JioMart Express,Mumbai,30.0,Snacks & Munchies,No,475.78,21.2,8.93,13.0,4.0,3.0
ORD002882,Blinkit,Kolkata,58.0,Household Essentials,No,456.08,13.2,7.01,,5.0,3.0
ORD002883,Zepto,Bangalore,19.0,Dairy & Eggs,No,332.42,9.1,2.02,14.0,4.0,4.0
ORD002884,Dunzo,Bangalore,38.0,Baby Care,No,441.03,24.8,5.9,17.0,2.0,4.0
ORD002885,Blinkit,Hyderabad,50.0,Meat & Seafood,Yes,201.74,10.5,8.3,15.0,5.0,3.0
ORD002886,BigBasket Now,Mumbai,41.0,Baby Care,No,636.48,18.3,0.87,14.0,3.0,5.0
ORD002887,Swiggy Instamart,,61.0,Fruits & Vegetables,No,221.82,15.6,5.21,19.0,4.0,2.0
ORD002888,Swiggy Instamart,Delhi,59.0,Baby Care,Yes,280.52,17.5,4.26,2.0,4.0,5.0
ORD002889,JioMart Express,Hyderabad,51.0,Household Essentials,No,595.43,31.8,2.52,4.0,3.0,3.0
ORD002890,Swiggy Instamart,Delhi,26.0,Groceries,Yes,830.79,55.4,4.09,8.0,,4.0
ORD002891,Dunzo,Mumbai,19.0,Fruits & Vegetables,No,1044.68,8.6,9.84,,3.0,4.0
ORD002892,Zepto,Ahmedabad,47.0,Snacks & Munchies,No,760.12,24.4,7.37,13.0,,4.0
ORD002893,BigBasket Now,Mumbai,39.0,Personal Care,No,332.14,15.4,3.35,18.0,3.0,5.0
ORD002894,Dunzo,Kolkata,63.0,Fruits & Vegetables,No,160.03,25.0,6.25,17.0,5.0,5.0
ORD002895,BigBasket Now,Kolkata,28.0,Beverages,Yes,937.33,24.1,2.84,13.0,4.0,3.0
ORD002896,BigBasket Now,Delhi,60.0,Snacks & Munchies,No,918.2,28.9,6.3,12.0,5.0,4.0
ORD002897,Zepto,Mumbai,34.0,Fruits & Vegetables,Yes,269.57,18.4,9.01,7.0,4.0,4.0
ORD002898,JioMart Express,Mumbai,53.0,Beverages,No,701.14,11.5,5.79,16.0,4.0,5.0
ORD002899,Swiggy Instamart,Chennai,30.0,Snacks & Munchies,No,330.53,23.8,7.47,14.0,3.0,5.0
ORD002900,Zepto,Hyderabad,24.0,Dairy & Eggs,No,993.04,17.2,4.81,5.0,3.0,4.0
ORD002901,Dunzo,,33.0,Bakery,No,296.21,15.0,5.48,11.0,4.0,4.0
ORD002902,JioMart Express,Pune,50.0,Meat & Seafood,No,1322.38,13.6,7.1,8.0,5.0,3.0
ORD002903,Dunzo,Chennai,62.0,Bakery,Yes,646.56,24.6,8.22,9.0,1.0,5.0
ORD002904,JioMart Express,Mumbai,18.0,Household Essentials,Yes,1186.22,31.2,6.76,18.0,4.0,5.0
ORD002905,Dunzo,Delhi,28.0,Personal Care,Yes,305.43,10.2,9.79,,2.0,5.0
ORD002906,Zepto,Kolkata,23.0,Bakery,No,514.41,21.1,8.29,7.0,4.0,4.0
ORD002907,JioMart Express,Delhi,37.0,Fruits & Vegetables,No,225.53,14.2,7.88,8.0,,4.0
ORD002908,JioMart Express,Mumbai,52.0,Dairy & Eggs,No,669.41,9.1,8.53,15.0,5.0,4.0
ORD002909,BigBasket Now,Chennai,61.0,Baby Care,No,691.89,17.4,3.17,19.0,2.0,4.0
ORD002910,BigBasket Now,Bangalore,54.0,Household Essentials,No,1699.71,11.8,4.6,,3.0,4.0
ORD002911,Blinkit,Pune,58.0,Bakery,Yes,538.74,8.7,5.86,7.0,4.0,5.0
ORD002912,Dunzo,Hyderabad,43.0,Groceries,Yes,622.94,12.0,4.89,4.0,5.0,1.0
ORD002913,BigBasket Now,Mumbai,29.0,Personal Care,Yes,304.14,10.9,8.55,15.0,4.0,1.0
ORD002914,Blinkit,Ahmedabad,47.0,Baby Care,No,558.26,12.7,0.76,2.0,4.0,5.0
ORD002915,BigBasket Now,Delhi,45.0,Meat & Seafood,Yes,321.2,9.7,2.49,12.0,4.0,5.0
ORD002916,Dunzo,Delhi,44.0,Fruits & Vegetables,No,432.47,14.0,8.88,6.0,2.0,4.0
ORD002917,JioMart Express,Bangalore,59.0,Dairy & Eggs,No,447.96,12.4,1.06,6.0,5.0,5.0
ORD002918,Swiggy Instamart,Mumbai,36.0,Snacks & Munchies,No,326.56,19.1,2.66,14.0,3.0,5.0
ORD002919,Dunzo,Bangalore,22.0,Bakery,Yes,418.96,20.9,3.84,6.0,5.0,4.0
ORD002920,Zepto,Mumbai,22.0,Groceries,Yes,322.09,18.2,7.63,1.0,4.0,2.0
ORD002921,BigBasket Now,Bangalore,58.0,Personal Care,Yes,321.23,15.0,5.82,6.0,4.0,5.0
ORD002922,BigBasket Now,Delhi,44.0,Meat & Seafood,No,769.7,14.8,9.57,18.0,2.0,5.0
ORD002923,JioMart Express,Kolkata,45.0,Bakery,Yes,448.2,11.8,2.66,16.0,5.0,4.0
ORD002924,Zepto,Kolkata,43.0,Meat & Seafood,No,496.83,11.9,8.79,1.0,3.0,3.0
ORD002925,JioMart Express,Mumbai,44.0,Baby Care,No,168.28,21.8,3.19,19.0,,5.0
ORD002926,Zepto,,59.0,Baby Care,Yes,520.13,8.1,2.83,18.0,5.0,
ORD002927,Swiggy Instamart,Delhi,38.0,Household Essentials,No,554.6,15.9,5.23,,,1.0
ORD002928,BigBasket Now,Mumbai,18.0,Bakery,No,317.66,14.4,1.18,19.0,3.0,2.0
ORD002929,BigBasket Now,Kolkata,45.0,Dairy & Eggs,No,1409.54,20.9,4.15,17.0,5.0,5.0
ORD002930,Swiggy Instamart,Chennai,32.0,Personal Care,Yes,102.15,9.3,3.88,18.0,3.0,1.0
ORD002931,Blinkit,Mumbai,34.0,Snacks & Munchies,Yes,645.88,16.5,2.02,4.0,5.0,3.0
ORD002932,JioMart Express,Delhi,43.0,Snacks & Munchies,Yes,618.74,18.9,8.68,18.0,3.0,4.0
ORD002933,Swiggy Instamart,Mumbai,37.0,Fruits & Vegetables,Yes,558.33,7.7,4.17,5.0,4.0,3.0
ORD002934,JioMart Express,Hyderabad,42.0,Fruits & Vegetables,No,448.42,10.7,9.83,12.0,,3.0
ORD002935,Dunzo,Mumbai,30.0,Personal Care,No,561.39,15.9,9.05,15.0,1.0,4.0
ORD002936,BigBasket Now,Ahmedabad,50.0,Bakery,No,679.19,20.2,2.35,15.0,3.0,3.0
ORD002937,JioMart Express,Kolkata,42.0,Bakery,Yes,260.99,17.7,5.3,3.0,2.0,5.0
ORD002938,Zepto,Bangalore,25.0,Baby Care,Yes,482.76,20.6,6.22,3.0,5.0,4.0
ORD002939,JioMart Express,Hyderabad,22.0,Groceries,No,361.41,10.7,8.28,11.0,5.0,3.0
ORD002940,Dunzo,Pune,23.0,Fruits & Vegetables,Yes,209.29,8.7,8.91,14.0,1.0,3.0
ORD002941,BigBasket Now,Hyderabad,40.0,Groceries,Yes,620.36,17.0,6.43,7.0,3.0,1.0
ORD002942,Swiggy Instamart,Mumbai,47.0,Bakery,No,287.55,10.1,0.83,18.0,4.0,1.0
ORD002943,Dunzo,Delhi,31.0,Fruits & Vegetables,Yes,164.23,11.6,5.07,6.0,4.0,5.0
ORD002944,BigBasket Now,Kolkata,40.0,Snacks & Munchies,No,291.94,23.9,8.91,6.0,5.0,
ORD002945,JioMart Express,Hyderabad,28.0,Meat & Seafood,Yes,249.8,17.7,7.28,11.0,4.0,4.0
ORD002946,Blinkit,Hyderabad,48.0,Fruits & Vegetables,No,747.76,13.1,8.77,3.0,4.0,5.0
ORD002947,Blinkit,Pune,23.0,Bakery,No,442.27,12.4,6.9,14.0,4.0,4.0
ORD002948,Zepto,Pune,28.0,Bakery,Yes,924.66,21.1,0.92,12.0,4.0,4.0
ORD002949,BigBasket Now,Pune,30.0,Meat & Seafood,No,270.44,17.9,9.7,14.0,3.0,5.0
ORD002950,Blinkit,Mumbai,29.0,Groceries,No,681.64,10.1,9.22,15.0,4.0,5.0
ORD002951,Swiggy Instamart,Bangalore,19.0,Personal Care,No,2216.7,7.5,1.7,9.0,2.0,5.0
ORD002952,BigBasket Now,Chennai,52.0,Meat & Seafood,Yes,499.51,34.9,1.57,19.0,4.0,4.0
ORD002953,Swiggy Instamart,Chennai,53.0,Snacks & Munchies,No,676.54,10.1,5.62,12.0,4.0,5.0
ORD002954,Swiggy Instamart,Hyderabad,34.0,Bakery,Yes,611.62,20.3,7.69,7.0,5.0,5.0
ORD002955,Blinkit,Mumbai,45.0,Dairy & Eggs,No,171.87,30.1,4.13,17.0,3.0,4.0
ORD002956,BigBasket Now,Kolkata,45.0,Snacks & Munchies,No,573.35,17.4,1.8,14.0,4.0,4.0
ORD002957,JioMart Express,Chennai,39.0,Groceries,No,484.87,12.9,5.35,15.0,3.0,2.0
ORD002958,Dunzo,Mumbai,55.0,Meat & Seafood,No,345.21,9.3,3.71,14.0,4.0,4.0
ORD002959,Blinkit,Bangalore,24.0,Bakery,Yes,237.36,9.2,3.84,19.0,5.0,3.0
ORD002960,Blinkit,Mumbai,32.0,Bakery,Yes,611.79,19.1,6.63,19.0,5.0,3.0
ORD002961,JioMart Express,Delhi,49.0,Meat & Seafood,No,225.1,29.4,8.91,14.0,5.0,2.0
ORD002962,BigBasket Now,Mumbai,28.0,Personal Care,No,1451.26,14.0,5.81,8.0,5.0,4.0
ORD002963,BigBasket Now,Bangalore,41.0,Meat & Seafood,Yes,432.03,13.2,7.03,13.0,5.0,4.0
ORD002964,Swiggy Instamart,Bangalore,20.0,Fruits & Vegetables,No,193.64,21.7,6.77,4.0,,4.0
ORD002965,JioMart Express,Hyderabad,47.0,Beverages,No,296.37,12.5,5.74,12.0,3.0,3.0
ORD002966,JioMart Express,Hyderabad,23.0,Personal Care,No,341.42,18.4,3.45,1.0,4.0,5.0
ORD002967,BigBasket Now,Kolkata,19.0,Beverages,Yes,1715.44,16.7,4.09,5.0,5.0,
ORD002968,Swiggy Instamart,Delhi,31.0,Groceries,Yes,237.28,14.0,3.5,4.0,4.0,4.0
ORD002969,Blinkit,Mumbai,58.0,Baby Care,No,376.26,16.3,9.22,16.0,3.0,3.0
ORD002970,Zepto,Pune,35.0,Snacks & Munchies,No,292.16,33.3,8.35,19.0,5.0,5.0
ORD002971,Dunzo,Mumbai,61.0,Household Essentials,No,544.33,20.9,6.0,19.0,4.0,4.0
ORD002972,Blinkit,Ahmedabad,48.0,Meat & Seafood,Yes,294.97,25.5,9.17,3.0,4.0,5.0
ORD002973,BigBasket Now,Kolkata,30.0,Snacks & Munchies,No,203.68,11.4,8.92,16.0,5.0,3.0
ORD002974,Dunzo,Bangalore,43.0,Household Essentials,No,358.82,25.5,9.31,7.0,5.0,4.0
ORD002975,Zepto,Ahmedabad,61.0,Groceries,Yes,337.09,21.2,2.61,5.0,5.0,2.0
ORD002976,Zepto,Mumbai,29.0,Groceries,No,282.78,9.0,7.32,1.0,5.0,3.0
ORD002977,Swiggy Instamart,Delhi,35.0,Baby Care,No,291.99,20.4,6.29,11.0,4.0,
ORD002978,Dunzo,Hyderabad,26.0,Personal Care,No,821.24,13.4,7.47,17.0,4.0,5.0
ORD002979,Swiggy Instamart,Delhi,38.0,Snacks & Munchies,No,333.0,8.9,3.0,12.0,4.0,4.0
ORD002980,Blinkit,Pune,57.0,Snacks & Munchies,No,204.29,17.3,7.1,18.0,5.0,4.0
ORD002981,JioMart Express,Mumbai,60.0,Meat & Seafood,No,305.74,20.4,4.39,2.0,4.0,5.0
ORD002982,JioMart Express,Bangalore,41.0,Groceries,No,416.8,17.5,8.42,10.0,3.0,1.0
ORD002983,JioMart Express,Hyderabad,51.0,Household Essentials,No,180.95,15.7,8.06,19.0,3.0,4.0
ORD002984,Dunzo,Hyderabad,25.0,Dairy & Eggs,Yes,1070.18,14.4,2.51,16.0,4.0,4.0
ORD002985,JioMart Express,Delhi,61.0,Baby Care,No,678.95,44.1,2.25,8.0,2.0,4.0
ORD002986,Blinkit,Delhi,50.0,Personal Care,No,951.56,10.2,7.32,2.0,5.0,4.0
ORD002987,Swiggy Instamart,Kolkata,40.0,Bakery,Yes,510.44,23.3,5.73,5.0,2.0,3.0
ORD002988,Dunzo,Mumbai,30.0,Dairy & Eggs,No,114.87,16.5,5.79,4.0,2.0,4.0
ORD002989,Swiggy Instamart,Kolkata,31.0,Fruits & Vegetables,Yes,1013.54,11.7,7.65,4.0,3.0,5.0
ORD002990,Dunzo,Hyderabad,31.0,Beverages,No,240.29,16.1,8.62,1.0,4.0,5.0
ORD002991,Swiggy Instamart,Chennai,33.0,Baby Care,Yes,252.32,9.4,2.77,15.0,3.0,3.0
ORD002992,Zepto,Chennai,55.0,Household Essentials,Yes,443.1,13.0,5.78,13.0,4.0,4.0
ORD002993,Swiggy Instamart,Delhi,56.0,Dairy & Eggs,No,922.36,16.1,8.38,17.0,5.0,3.0
ORD002994,JioMart Express,Hyderabad,43.0,Household Essentials,No,758.98,8.8,8.79,6.0,5.0,4.0
ORD002995,Zepto,Pune,43.0,Meat & Seafood,No,694.9,20.1,3.23,13.0,,5.0
ORD002996,Swiggy Instamart,Bangalore,18.0,Baby Care,No,334.59,11.2,1.49,12.0,4.0,4.0
ORD002997,Dunzo,Ahmedabad,49.0,Groceries,No,331.44,9.2,2.71,12.0,5.0,5.0
ORD002998,Dunzo,Bangalore,32.0,Personal Care,No,496.49,10.7,9.48,10.0,5.0,4.0
ORD002999,Dunzo,Mumbai,38.0,Household Essentials,No,373.14,39.3,4.89,2.0,5.0,4.0
ORD003000,BigBasket Now,Bangalore,35.0,Snacks & Munchies,No,687.86,7.5,4.48,15.0,2.0,1.0
ORD003001,Blinkit,Ahmedabad,47.0,Dairy & Eggs,Yes,663.86,19.6,0.62,19.0,1.0,5.0
ORD003002,Dunzo,Delhi,30.0,Snacks & Munchies,No,575.25,12.2,0.98,4.0,3.0,5.0
ORD003003,Zepto,Pune,41.0,Household Essentials,Yes,100.0,14.3,6.85,14.0,5.0,4.0
ORD003004,Dunzo,Pune,47.0,Dairy & Eggs,No,435.63,20.9,6.1,1.0,4.0,3.0
ORD003005,BigBasket Now,Delhi,19.0,Groceries,Yes,377.92,20.5,5.97,1.0,4.0,5.0
ORD003006,JioMart Express,Mumbai,36.0,Beverages,No,446.22,12.5,1.55,18.0,4.0,3.0
ORD003007,Zepto,Chennai,64.0,Beverages,No,256.57,9.6,3.84,15.0,5.0,4.0
ORD003008,BigBasket Now,Delhi,61.0,Meat & Seafood,No,182.2,21.1,8.22,11.0,5.0,2.0
ORD003009,JioMart Express,Kolkata,64.0,Fruits & Vegetables,No,532.66,20.5,2.16,18.0,5.0,2.0
ORD003010,Zepto,Bangalore,42.0,Beverages,No,325.78,14.7,8.89,10.0,5.0,3.0
ORD003011,Swiggy Instamart,Bangalore,31.0,Fruits & Vegetables,Yes,569.53,19.6,1.65,4.0,3.0,4.0
ORD003012,Blinkit,Kolkata,23.0,Dairy & Eggs,No,269.74,13.8,2.11,14.0,4.0,4.0
ORD003013,Blinkit,Bangalore,29.0,Beverages,No,943.45,11.8,5.04,18.0,5.0,4.0
ORD003014,BigBasket Now,Bangalore,37.0,Household Essentials,No,735.56,16.5,9.48,1.0,5.0,4.0
ORD003015,JioMart Express,Delhi,40.0,Groceries,Yes,482.07,20.2,3.63,7.0,4.0,
ORD003016,Blinkit,Delhi,47.0,Household Essentials,No,354.97,18.6,6.75,4.0,2.0,5.0
ORD003017,JioMart Express,Bangalore,47.0,Household Essentials,No,672.8,20.2,6.09,4.0,1.0,5.0
ORD003018,JioMart Express,Kolkata,55.0,Fruits & Vegetables,No,510.57,12.1,1.92,18.0,2.0,3.0
ORD003019,BigBasket Now,Delhi,47.0,Bakery,No,465.52,31.0,2.86,9.0,4.0,3.0
ORD003020,BigBasket Now,Bangalore,58.0,Bakery,No,754.25,14.3,9.34,2.0,4.0,4.0
ORD003021,BigBasket Now,Chennai,47.0,Personal Care,Yes,949.49,15.7,2.26,5.0,5.0,1.0
ORD003022,Blinkit,Delhi,53.0,Beverages,No,190.29,9.7,7.1,6.0,4.0,5.0
ORD003023,BigBasket Now,Delhi,51.0,Groceries,No,214.81,15.2,9.66,3.0,3.0,3.0
ORD003024,Blinkit,Pune,33.0,Groceries,Yes,252.61,20.3,1.64,19.0,3.0,4.0
ORD003025,BigBasket Now,Chennai,41.0,Snacks & Munchies,Yes,163.78,22.3,4.29,5.0,5.0,2.0
ORD003026,Dunzo,Hyderabad,31.0,Household Essentials,Yes,388.52,30.7,2.63,9.0,4.0,4.0
ORD003027,JioMart Express,Hyderabad,43.0,Groceries,No,578.29,20.2,2.6,6.0,4.0,1.0
ORD003028,BigBasket Now,Mumbai,25.0,Dairy & Eggs,Yes,398.28,18.4,1.63,5.0,4.0,5.0
ORD003029,Zepto,,31.0,Baby Care,No,292.81,13.8,6.67,6.0,2.0,5.0
ORD003030,JioMart Express,Bangalore,48.0,Household Essentials,Yes,793.04,12.6,7.59,15.0,2.0,3.0
ORD003031,JioMart Express,Bangalore,19.0,Fruits & Vegetables,No,438.93,24.2,6.93,11.0,4.0,3.0
ORD003032,BigBasket Now,Delhi,21.0,Household Essentials,No,495.61,24.1,9.28,18.0,4.0,4.0
ORD003033,Swiggy Instamart,Mumbai,18.0,Groceries,No,806.37,10.7,1.88,19.0,4.0,4.0
ORD003034,BigBasket Now,Mumbai,37.0,Meat & Seafood,No,374.67,22.0,3.54,12.0,4.0,3.0
ORD003035,JioMart Express,Ahmedabad,31.0,Dairy & Eggs,No,1388.71,21.3,3.77,12.0,,5.0
ORD003036,Zepto,Bangalore,57.0,Dairy & Eggs,Yes,308.37,10.5,2.7,7.0,5.0,3.0
ORD003037,JioMart Express,Bangalore,42.0,Beverages,No,1337.78,20.4,1.85,16.0,4.0,1.0
ORD003038,Zepto,Mumbai,42.0,Bakery,Yes,224.79,10.8,5.12,12.0,4.0,4.0
ORD003039,Blinkit,Mumbai,20.0,Fruits & Vegetables,Yes,550.32,6.2,8.43,4.0,4.0,2.0
ORD003040,Dunzo,Chennai,22.0,Beverages,No,274.37,15.4,9.57,10.0,2.0,4.0
ORD003041,JioMart Express,Bangalore,55.0,Personal Care,Yes,789.77,18.2,1.73,17.0,5.0,3.0
ORD003042,BigBasket Now,Bangalore,43.0,Baby Care,No,302.8,15.7,8.32,15.0,4.0,5.0
ORD003043,Blinkit,Delhi,57.0,Snacks & Munchies,Yes,480.35,51.8,8.33,8.0,5.0,
ORD003044,Dunzo,Chennai,55.0,Dairy & Eggs,No,273.06,19.1,4.2,14.0,5.0,4.0
ORD003045,BigBasket Now,Mumbai,55.0,Fruits & Vegetables,Yes,707.92,17.4,1.55,18.0,4.0,3.0
ORD003046,Swiggy Instamart,Mumbai,21.0,Bakery,Yes,272.2,19.5,9.91,8.0,,3.0
ORD003047,BigBasket Now,Bangalore,24.0,Fruits & Vegetables,Yes,1107.71,13.8,6.73,14.0,4.0,4.0
ORD003048,Zepto,Delhi,47.0,Snacks & Munchies,No,221.94,23.9,9.83,16.0,4.0,3.0
ORD003049,Zepto,Delhi,47.0,Snacks & Munchies,No,179.94,19.0,5.09,19.0,5.0,4.0
ORD003050,Swiggy Instamart,Hyderabad,36.0,Beverages,No,714.03,18.7,4.25,7.0,1.0,4.0
ORD003051,Blinkit,Hyderabad,56.0,Household Essentials,No,282.88,12.8,2.85,17.0,4.0,3.0
ORD003052,Dunzo,Kolkata,52.0,Personal Care,No,401.68,8.8,9.84,5.0,5.0,5.0
ORD003053,BigBasket Now,Bangalore,57.0,Personal Care,No,332.51,13.5,2.91,13.0,,5.0
ORD003054,Zepto,Mumbai,50.0,Groceries,No,183.54,18.4,0.73,18.0,3.0,
ORD003055,Blinkit,Delhi,50.0,Personal Care,Yes,385.22,13.8,5.37,,5.0,
ORD003056,Swiggy Instamart,Ahmedabad,31.0,Fruits & Vegetables,No,861.74,18.5,4.08,19.0,2.0,5.0
ORD003057,JioMart Express,Hyderabad,55.0,Personal Care,No,736.48,15.0,2.98,18.0,5.0,3.0
ORD003058,Zepto,Chennai,27.0,Bakery,Yes,463.62,19.5,6.53,17.0,3.0,3.0
ORD003059,Swiggy Instamart,Mumbai,45.0,Personal Care,Yes,786.32,11.1,3.96,4.0,5.0,4.0
ORD003060,BigBasket Now,Bangalore,31.0,Dairy & Eggs,No,213.64,17.8,4.32,17.0,4.0,4.0
ORD003061,Dunzo,Mumbai,53.0,Groceries,No,331.86,12.7,0.72,19.0,4.0,4.0
ORD003062,Zepto,Hyderabad,55.0,Fruits & Vegetables,No,511.57,8.9,6.1,8.0,3.0,3.0
ORD003063,Zepto,Pune,33.0,Snacks & Munchies,No,373.06,15.4,1.66,1.0,3.0,4.0
ORD003064,BigBasket Now,Ahmedabad,38.0,Beverages,No,347.9,30.4,2.53,7.0,4.0,4.0
ORD003065,JioMart Express,Bangalore,45.0,Baby Care,Yes,196.29,9.2,7.31,8.0,5.0,2.0
ORD003066,Blinkit,Bangalore,50.0,Beverages,Yes,115.72,17.2,3.48,5.0,5.0,5.0
ORD003067,Dunzo,Ahmedabad,23.0,Household Essentials,Yes,659.0,22.6,2.05,9.0,,5.0
ORD003068,Zepto,Chennai,58.0,Baby Care,Yes,466.81,41.3,5.99,7.0,5.0,5.0
ORD003069,Dunzo,Mumbai,32.0,Bakery,Yes,693.12,13.5,2.54,4.0,5.0,3.0
ORD003070,Zepto,Bangalore,61.0,Meat & Seafood,No,310.34,12.8,3.07,8.0,5.0,
ORD003071,Dunzo,Delhi,20.0,Groceries,No,263.05,10.3,6.4,2.0,3.0,4.0
ORD003072,Swiggy Instamart,,60.0,Snacks & Munchies,No,405.02,26.0,7.53,5.0,5.0,5.0
ORD003073,Zepto,Bangalore,64.0,Beverages,No,673.52,11.6,7.53,3.0,3.0,5.0
ORD003074,Dunzo,Hyderabad,52.0,Personal Care,No,351.12,14.2,5.08,5.0,5.0,4.0
ORD003075,Blinkit,Delhi,31.0,Groceries,No,652.67,7.8,4.82,1.0,4.0,3.0
ORD003076,Swiggy Instamart,Mumbai,19.0,Personal Care,No,220.57,23.4,7.98,7.0,3.0,5.0
ORD003077,Swiggy Instamart,Bangalore,46.0,Groceries,No,366.18,26.1,2.33,10.0,3.0,
ORD003078,Blinkit,Kolkata,21.0,Groceries,Yes,386.81,23.1,1.95,16.0,4.0,5.0
ORD003079,Dunzo,Hyderabad,43.0,Household Essentials,No,842.05,8.7,6.81,1.0,2.0,4.0
ORD003080,BigBasket Now,Delhi,29.0,Dairy & Eggs,Yes,456.95,21.0,4.39,17.0,5.0,4.0
ORD003081,Blinkit,Pune,19.0,Bakery,No,1150.15,8.4,7.24,4.0,,
ORD003082,Dunzo,Pune,34.0,Personal Care,Yes,179.72,16.8,2.94,16.0,3.0,5.0
ORD003083,Blinkit,Delhi,52.0,Personal Care,No,436.13,17.9,3.59,9.0,1.0,4.0
ORD003084,Blinkit,Mumbai,27.0,Personal Care,No,449.28,18.6,9.02,8.0,3.0,3.0
ORD003085,Zepto,Chennai,39.0,Household Essentials,Yes,585.26,20.4,4.51,19.0,4.0,4.0
ORD003086,Dunzo,Kolkata,58.0,Beverages,No,247.64,16.4,6.11,17.0,4.0,5.0
ORD003087,BigBasket Now,Ahmedabad,60.0,Fruits & Vegetables,Yes,1108.39,7.5,1.51,10.0,3.0,4.0
ORD003088,Zepto,Pune,38.0,Personal Care,Yes,406.58,20.4,2.2,17.0,,4.0
ORD003089,Blinkit,Hyderabad,32.0,Beverages,Yes,210.14,17.1,0.84,16.0,3.0,5.0
ORD003090,JioMart Express,Bangalore,52.0,Dairy & Eggs,No,399.57,11.5,4.53,9.0,5.0,4.0
ORD003091,Blinkit,Mumbai,38.0,Personal Care,Yes,334.32,8.8,9.89,5.0,4.0,2.0
ORD003092,Blinkit,Delhi,38.0,Bakery,No,2142.96,30.4,8.8,2.0,3.0,5.0
ORD003093,Dunzo,,38.0,Snacks & Munchies,Yes,757.46,26.9,6.51,14.0,3.0,4.0
ORD003094,Dunzo,Hyderabad,61.0,Meat & Seafood,Yes,415.63,21.8,8.68,,4.0,5.0
ORD003095,Zepto,Hyderabad,49.0,Personal Care,No,377.23,12.5,6.14,13.0,3.0,5.0
ORD003096,BigBasket Now,Chennai,22.0,Fruits & Vegetables,Yes,713.82,6.0,4.0,13.0,4.0,4.0
ORD003097,Zepto,Delhi,56.0,Snacks & Munchies,Yes,734.59,22.3,2.15,13.0,5.0,5.0
ORD003098,Swiggy Instamart,Hyderabad,26.0,Bakery,Yes,100.0,19.0,6.7,18.0,1.0,3.0
ORD003099,Blinkit,Mumbai,35.0,Household Essentials,No,593.36,14.2,2.33,1.0,3.0,4.0
ORD003100,JioMart Express,Bangalore,38.0,Meat & Seafood,No,410.26,25.8,4.47,4.0,3.0,2.0
ORD003101,Blinkit,Chennai,25.0,Household Essentials,Yes,183.7,23.1,8.35,5.0,4.0,3.0
ORD003102,Blinkit,Chennai,61.0,Fruits & Vegetables,Yes,684.12,17.6,1.73,11.0,1.0,5.0
ORD003103,Zepto,,51.0,Meat & Seafood,Yes,1552.64,16.7,1.73,,4.0,5.0
ORD003104,JioMart Express,Delhi,27.0,Fruits & Vegetables,Yes,563.45,16.8,2.63,2.0,5.0,4.0
ORD003105,JioMart Express,Bangalore,58.0,Household Essentials,No,780.75,21.6,5.74,16.0,1.0,4.0
ORD003106,JioMart Express,Delhi,41.0,Bakery,No,1190.91,11.7,2.89,3.0,4.0,4.0
ORD003107,Zepto,Bangalore,57.0,Meat & Seafood,No,245.14,19.5,5.28,6.0,5.0,5.0
ORD003108,Blinkit,Pune,41.0,Baby Care,Yes,132.35,11.4,3.37,4.0,3.0,3.0
ORD003109,Zepto,Chennai,49.0,Beverages,No,598.32,28.1,5.31,5.0,2.0,3.0
ORD003110,Dunzo,Pune,50.0,Bakery,No,347.73,20.3,3.14,7.0,4.0,5.0
ORD003111,Dunzo,Delhi,55.0,Meat & Seafood,No,176.88,12.5,9.81,7.0,1.0,5.0
ORD003112,Zepto,Pune,61.0,Fruits & Vegetables,No,384.94,17.0,5.18,17.0,5.0,2.0
ORD003113,JioMart Express,Mumbai,51.0,Fruits & Vegetables,No,624.24,11.7,7.56,6.0,2.0,5.0
ORD003114,Blinkit,Pune,28.0,Dairy & Eggs,No,368.93,30.0,7.16,4.0,4.0,4.0
ORD003115,Zepto,Delhi,48.0,Bakery,Yes,251.62,31.5,5.16,2.0,5.0,3.0
